,DOMINIO,T_INSTRUM,ESTRATO,PISOS,P1_2,P1_2_A,FOCOS,P1_4_1,P1_4_2,P1_4_3,P1_4_4,P1_4_5,P1_4_6,P1_4_7,P1_4_8,P1_4_9,AGUA,DRENAJE,P1_7,P1_9,P1_10_1,P1_10_2,P1_10_3,P1_10_4,PAREN,EDAD,RES_MADRE,RES_PADRE,ESCOLARIDAD,GRA,ALFABETISMO,ASISTENCIA_ESC,PERT_INDIGENA,LENG_INDIGENA,LENG_ESPAÑOL,TRABAJO,P2_14,P2_15,P10_1,P10_3,NACIO_VIV,NACIO_MUERT,ABORTO,P10_5,P10_6ANIO,P10_6MES,P10_8_abuso,P10_8_atencion,P10_7
6726,0,0,1,1,1,2,2,0,1,0,0,1,1,1,1,1,1,0,5,1,,,,,1,1,2.0,2.0,1,2.0,1,0,2.0,0,,0,10.0,,2,1,2,0,0,1,5,3,0,1,1
6727,0,1,1,1,2,3,7,0,1,1,0,1,1,1,1,1,0,0,7,2,0.0,1.0,0.0,0.0,0,1,2.0,2.0,1,5.0,1,0,2.0,0,,1,,1.0,8,0,1,0,0,1,0,11,0,0,1
6728,0,0,1,1,2,2,4,1,1,0,0,1,1,1,0,0,0,0,5,1,,,,,1,1,2.0,3.0,2,1.0,1,0,2.0,0,,1,,1.0,8,0,1,0,0,1,2,6,1,0,4
6729,0,0,1,1,2,2,6,0,1,0,0,1,1,0,0,0,1,0,4,1,,,,,1,3,2.0,2.0,2,0.0,1,0,0.0,0,,1,,1.0,8,1,1,0,1,4,4,10,0,0,4
6730,0,0,1,2,2,3,14,0,0,0,0,1,1,0,0,0,1,0,8,2,0.0,0.0,0.0,1.0,1,1,2.0,2.0,1,1.0,1,0,2.0,0,,0,10.0,,5,0,1,0,0,0,3,0,1,0,4
6731,0,1,1,1,1,2,8,1,1,0,0,1,1,1,0,0,1,0,3,1,,,,,0,1,2.0,2.0,1,1.0,1,0,2.0,0,,0,12.0,,8,1,1,1,0,4,1,6,0,1,4
6732,0,0,1,1,1,4,7,0,1,0,0,1,1,1,0,0,0,0,4,1,,,,,1,1,2.0,2.0,1,0.0,1,0,2.0,0,,0,10.0,,0,0,1,0,0,1,4,8,0,0,1
6741,0,0,1,2,2,4,10,1,1,0,0,1,1,1,0,1,0,0,5,1,,,,,1,3,2.0,2.0,1,5.0,1,0,0.0,0,,1,,3.0,0,2,3,0,0,0,4,5,0,1,0
6747,0,0,1,1,5,8,12,1,1,0,1,1,1,1,1,1,0,0,12,3,0.0,1.0,0.0,0.0,1,3,2.0,3.0,1,2.0,1,0,2.0,0,,0,10.0,,0,0,1,0,0,1,1,8,0,0,1
6748,0,0,1,1,1,4,8,0,0,1,0,1,1,1,0,1,0,0,4,1,,,,,1,2,2.0,2.0,1,2.0,1,0,2.0,0,,1,,4.0,8,1,2,0,0,0,3,10,0,1,4
6749,0,0,1,1,1,2,2,1,1,0,0,1,0,1,0,0,0,0,4,1,,,,,1,2,2.0,2.0,1,2.0,1,0,0.0,0,,0,10.0,,5,0,1,0,0,0,4,0,1,0,0
6750,0,0,1,1,2,4,5,1,1,0,0,1,1,1,0,0,0,0,4,1,,,,,1,6,3.0,3.0,1,5.0,1,0,0.0,0,,0,10.0,,8,0,2,0,3,4,0,5,0,0,4
6751,0,1,1,1,2,3,12,1,1,0,0,1,1,1,0,1,0,0,5,1,,,,,0,5,3.0,2.0,2,2.0,1,0,2.0,0,,0,10.0,,5,0,1,0,0,0,1,7,0,0,4
6752,0,2,1,2,2,4,10,1,1,0,0,1,1,1,0,0,1,0,5,1,,,,,2,1,1.0,2.0,1,5.0,1,0,0.0,0,,1,,3.0,8,0,1,0,0,0,3,4,0,1,4
6753,0,0,1,1,1,2,3,1,1,0,0,1,0,0,0,1,1,0,4,1,,,,,1,2,2.0,2.0,1,2.0,1,0,0.0,0,,0,10.0,,8,0,2,0,0,6,1,5,0,0,4
6754,0,3,1,1,2,3,4,1,1,0,0,1,1,0,0,0,1,0,5,1,,,,,3,2,2.0,2.0,1,2.0,1,0,2.0,0,,1,,1.0,5,0,1,0,0,6,3,10,0,0,4
6755,0,0,1,1,2,2,3,0,0,0,0,1,1,0,0,0,1,0,5,1,,,,,1,2,2.0,2.0,1,2.0,1,0,0.0,0,,0,10.0,,0,0,1,0,0,1,3,3,0,0,1
6756,0,0,1,1,2,3,5,0,1,0,0,1,1,1,1,0,1,0,5,1,,,,,1,3,3.0,2.0,1,3.0,0,0,2.0,0,,0,10.0,,8,0,1,0,0,0,2,4,0,1,0
6757,0,0,2,2,2,3,5,0,1,0,0,1,1,1,0,0,0,0,3,1,,,,,1,3,2.0,3.0,1,2.0,1,0,2.0,0,,0,10.0,,6,0,1,0,0,1,3,11,0,1,1
6758,0,1,1,0,1,3,9,1,1,0,0,1,1,1,0,1,0,0,4,1,,,,,0,2,2.0,3.0,2,2.0,1,0,0.0,0,,0,10.0,,8,0,1,0,0,0,2,5,0,1,4
6759,0,0,1,1,1,2,8,0,1,0,0,1,1,1,0,0,0,0,3,1,,,,,1,2,2.0,2.0,2,2.0,1,0,2.0,0,,0,10.0,,0,0,2,0,0,0,0,10,1,1,0
6760,0,0,1,1,1,2,6,0,1,0,0,1,1,1,0,0,0,0,4,1,,,,,1,1,2.0,2.0,2,2.0,1,0,2.0,0,,0,10.0,,0,0,1,0,0,1,3,3,0,0,1
6761,0,0,1,1,2,3,4,1,1,0,1,1,1,1,1,1,0,0,7,1,,,,,1,4,2.0,2.0,1,2.0,1,0,2.0,0,,1,,1.0,8,0,1,0,0,0,0,3,0,0,0
6762,0,0,1,2,1,1,4,0,1,0,0,1,1,1,1,1,0,0,3,1,,,,,1,2,2.0,2.0,2,2.0,1,0,2.0,0,,0,10.0,,0,0,1,0,0,1,4,6,1,0,1
6763,0,0,1,1,2,3,7,0,1,0,0,1,1,1,0,0,0,0,3,1,,,,,1,4,2.0,2.0,2,2.0,1,0,2.0,0,,1,,1.0,0,0,1,0,0,1,3,5,0,0,1
6764,0,2,1,2,3,4,12,0,1,1,1,1,1,1,1,1,0,0,5,1,,,,,2,1,1.0,1.0,2,2.0,1,0,2.0,0,,1,,1.0,0,1,2,0,0,1,2,5,0,0,1
6765,0,0,2,1,2,3,5,0,1,0,0,1,0,1,0,0,0,0,5,1,,,,,1,3,2.0,2.0,2,2.0,1,0,0.0,0,,0,10.0,,0,0,1,0,0,1,0,2,1,1,1
6766,0,0,1,1,1,2,3,0,1,1,0,1,1,1,0,0,0,0,4,1,,,,,0,3,2.0,2.0,1,5.0,1,0,2.0,0,,0,10.0,,0,0,1,0,0,0,0,5,0,0,4
6767,0,0,1,2,2,4,15,1,1,1,1,1,1,1,0,1,0,0,3,1,,,,,1,1,2.0,2.0,2,2.0,1,0,2.0,0,,1,,1.0,0,0,1,0,0,1,3,11,0,0,1
6768,0,0,1,1,2,5,10,0,1,0,0,1,1,1,0,0,0,0,5,1,,,,,1,3,2.0,2.0,2,2.0,1,0,2.0,0,,0,10.0,,0,0,1,0,1,1,5,8,0,0,1
6769,0,4,1,1,3,5,14,1,1,0,0,1,1,1,0,0,0,0,5,1,,,,,2,3,3.0,1.0,1,2.0,1,0,0.0,0,,1,,5.0,8,0,1,0,0,1,4,4,0,0,1
6770,0,4,2,2,2,3,7,0,1,1,1,1,1,1,1,1,0,0,4,1,,,,,2,2,1.0,2.0,4,4.0,1,0,2.0,0,,1,,1.0,0,0,1,0,0,1,0,4,0,1,1
6771,0,0,1,1,1,2,5,0,1,1,0,1,1,1,0,0,0,0,3,1,,,,,1,0,2.0,2.0,1,0.0,1,0,2.0,0,,0,10.0,,5,0,1,0,0,8,4,6,0,0,4
6772,0,0,1,0,1,1,1,0,1,0,0,1,1,0,0,0,1,0,4,1,,,,,1,2,2.0,2.0,1,2.0,1,0,0.0,0,,0,10.0,,5,0,1,0,0,0,1,4,0,0,4
6773,0,0,1,1,1,2,6,1,0,0,0,1,1,1,0,0,0,0,3,1,,,,,0,5,2.0,3.0,1,2.0,1,0,0.0,0,,1,,4.0,8,0,1,0,0,0,1,0,0,0,4
6774,0,0,2,2,2,4,10,1,1,1,0,1,1,1,1,1,0,0,3,1,,,,,1,3,2.0,2.0,4,4.0,1,0,2.0,0,,1,,1.0,2,0,1,0,0,1,1,0,0,0,1
6775,0,0,1,0,1,1,2,0,1,0,0,1,1,0,0,0,0,0,3,1,,,,,1,2,2.0,2.0,1,1.0,1,0,0.0,1,1.0,0,10.0,,0,0,1,0,0,0,1,2,1,0,4
6776,0,0,1,1,2,3,2,0,1,0,1,1,1,1,0,1,0,0,4,1,,,,,0,3,2.0,3.0,1,5.0,1,0,0.0,1,1.0,1,,1.0,0,0,0,1,0,1,0,2,0,0,1
6777,0,0,1,1,1,1,2,1,1,0,0,1,1,1,0,0,0,0,5,1,,,,,1,4,2.0,3.0,1,2.0,1,0,0.0,1,1.0,0,10.0,,5,0,1,0,0,4,2,0,1,1,4
6778,0,0,1,1,1,2,3,0,1,0,0,1,1,1,0,0,0,0,4,1,,,,,1,3,2.0,2.0,1,2.0,1,0,2.0,0,,0,10.0,,0,0,1,0,0,1,4,0,0,0,1
6779,0,0,1,1,1,1,4,1,0,0,0,1,1,0,0,0,0,0,5,1,,,,,1,2,2.0,2.0,2,2.0,1,0,2.0,0,,0,10.0,,0,1,2,0,0,1,4,5,0,1,1
6780,0,0,1,0,1,2,1,0,1,0,0,1,1,1,0,0,0,0,7,1,,,,,1,4,2.0,2.0,2,0.0,1,0,2.0,0,,0,10.0,,5,1,2,0,0,0,4,4,0,1,4
6781,0,0,1,0,2,2,3,1,1,0,0,1,1,1,0,0,0,0,6,1,,,,,3,2,2.0,2.0,1,2.0,1,0,2.0,0,,0,10.0,,5,1,2,0,0,4,3,5,0,1,4
6782,0,0,1,2,2,3,5,1,1,0,0,1,1,1,0,0,0,0,4,1,,,,,1,5,1.0,3.0,1,5.0,1,0,2.0,0,,1,,1.0,0,0,1,0,0,1,0,9,0,0,1
6840,0,0,1,1,1,3,6,1,1,1,0,1,1,0,0,1,0,1,3,1,,,,,1,1,2.0,2.0,1,2.0,1,0,2.0,0,,0,10.0,,5,0,1,0,0,0,1,8,0,0,4
6841,0,0,1,2,1,2,4,0,1,0,1,1,1,1,1,1,0,0,3,1,,,,,0,1,2.0,2.0,1,1.0,1,0,0.0,0,,0,10.0,,8,0,1,0,0,0,1,9,0,1,4
6842,0,0,1,1,2,3,9,1,1,0,0,1,1,1,1,0,0,0,5,1,,,,,2,1,1.0,2.0,1,1.0,1,0,2.0,0,,0,10.0,,5,0,1,0,0,6,2,8,0,0,4
6843,0,0,1,2,2,4,18,0,1,0,0,1,1,1,0,1,0,0,3,1,,,,,1,3,2.0,2.0,1,5.0,0,0,2.0,0,,0,10.0,,8,1,0,0,2,4,2,4,0,0,4
6844,0,0,1,1,3,4,6,1,1,0,0,1,1,1,1,1,0,0,3,1,,,,,3,2,2.0,2.0,2,2.0,1,0,,0,,1,,1.0,8,1,1,0,1,4,3,10,0,0,4
6845,0,0,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,0,4,1,,,,,1,5,2.0,3.0,4,3.0,1,0,2.0,0,,0,10.0,,8,1,1,0,1,4,1,8,0,0,4
6846,0,0,1,1,1,4,9,1,1,0,0,1,1,1,0,0,0,0,4,1,,,,,1,2,2.0,2.0,1,2.0,1,0,2.0,0,,0,,1.0,8,0,1,0,0,4,1,6,0,0,4
6847,0,0,1,1,3,5,8,1,1,1,0,1,1,1,1,0,0,0,13,1,,,,,2,2,1.0,1.0,2,0.0,1,0,2.0,0,,0,10.0,,8,1,2,0,0,4,5,4,1,0,4
6848,0,0,1,1,2,3,4,1,1,0,0,1,1,0,0,0,1,0,5,1,,,,,1,4,2.0,2.0,1,2.0,1,0,2.0,0,,1,,1.0,8,0,1,0,0,4,1,5,0,0,4
6849,0,0,1,1,1,2,4,0,1,0,0,1,1,1,0,0,0,0,5,1,,,,,1,2,2.0,2.0,1,2.0,1,0,2.0,0,,1,,1.0,0,0,1,0,0,4,4,4,0,0,4
6850,0,2,1,2,1,2,7,0,1,0,0,0,1,1,0,0,0,0,3,1,,,,,2,1,1.0,2.0,3,2.0,1,0,0.0,0,,1,,1.0,0,0,1,0,0,1,5,0,0,0,1
6851,0,0,1,1,1,3,7,0,1,1,0,1,1,1,1,1,0,0,3,1,,,,,1,3,2.0,2.0,4,4.0,1,0,2.0,0,,1,,1.0,0,0,1,0,0,6,2,9,1,0,1
6852,0,0,1,1,1,2,5,1,1,1,0,1,1,1,1,1,0,0,3,1,,,,,1,2,2.0,2.0,1,2.0,1,1,2.0,0,,1,,1.0,8,0,1,0,0,1,3,11,0,1,1
6868,0,0,1,1,2,3,6,0,1,0,0,1,1,1,0,0,0,0,5,1,,,,,1,4,2.0,2.0,4,3.0,1,0,2.0,0,,1,,1.0,2,0,3,0,0,6,1,1,0,0,2
6869,0,4,1,1,1,2,2,0,1,0,0,1,0,0,0,0,1,0,4,1,,,,,0,3,1.0,,1,2.0,1,0,2.0,0,,1,,1.0,8,1,2,0,0,0,3,10,0,0,4
6870,0,2,1,2,2,4,6,1,0,0,0,1,1,1,0,0,0,0,4,1,,,,,0,4,2.0,2.0,0,,0,0,0.0,0,,1,,4.0,8,0,0,1,1,5,1,4,1,0,4
6871,0,0,0,1,1,2,4,0,1,0,0,1,0,0,0,0,1,0,5,1,,,,,3,1,3.0,3.0,0,,0,0,0.0,1,1.0,0,10.0,,5,0,1,0,0,0,5,5,0,0,0
6872,0,0,0,1,1,2,3,0,1,0,0,1,0,1,0,1,1,0,3,1,,,,,1,1,2.0,2.0,2,1.0,1,0,0.0,0,,1,,1.0,5,1,1,0,1,4,3,3,0,1,4
6873,0,0,0,1,1,3,4,1,1,1,0,1,0,1,0,0,2,0,3,1,,,,,1,2,2.0,2.0,4,2.0,1,0,0.0,0,,0,1.0,4.0,5,0,1,0,0,0,3,8,0,0,1
6874,0,0,0,1,4,5,12,0,1,0,0,1,1,0,1,0,0,0,7,1,,,,,3,2,2.0,2.0,1,2.0,1,0,2.0,0,,1,,4.0,5,0,1,0,0,0,3,3,1,0,0
6875,0,0,0,2,2,4,7,0,1,0,1,0,1,1,0,0,0,1,6,1,,,,,3,1,2.0,2.0,4,4.0,1,0,0.0,0,,1,,4.0,8,0,1,0,0,4,5,1,1,1,4
6876,0,0,0,0,3,4,5,0,1,0,0,1,1,0,1,0,2,0,12,1,,,,,3,3,2.0,2.0,1,2.0,1,0,0.0,1,1.0,0,10.0,,5,1,2,0,0,4,3,1,0,0,4
6877,0,0,0,1,2,3,6,1,1,1,0,1,0,0,1,1,2,4,3,1,,,,,1,1,2.0,2.0,1,5.0,1,0,0.0,1,1.0,0,10.0,,0,0,1,0,0,0,4,3,0,1,1
6878,0,0,0,1,2,3,5,1,1,0,1,1,0,1,0,0,1,0,5,1,,,,,3,1,2.0,3.0,0,,1,0,0.0,0,,0,10.0,,5,0,1,0,0,4,2,8,0,1,4
6879,0,0,0,1,2,5,5,1,1,0,0,1,1,0,0,0,1,1,7,1,,,,,3,3,2.0,2.0,1,5.0,1,0,0.0,1,1.0,0,2.0,6.0,5,0,1,0,0,4,5,3,0,1,4
6880,0,0,0,0,3,4,5,0,1,0,0,1,0,1,0,0,0,1,7,1,,,,,3,0,2.0,2.0,1,2.0,1,0,0.0,1,1.0,0,10.0,,5,0,1,0,0,0,4,11,0,1,1
6881,0,0,0,1,1,2,3,0,1,0,0,1,0,0,0,0,1,4,5,1,,,,,1,2,2.0,2.0,1,2.0,1,0,0.0,1,1.0,0,10.0,,5,0,1,0,0,4,5,8,0,1,4
6882,0,0,0,1,2,3,5,0,1,0,0,1,1,0,0,0,0,1,4,1,,,,,1,3,2.0,2.0,3,4.0,1,0,0.0,1,1.0,1,,4.0,8,0,1,0,0,1,3,11,0,0,0
6883,0,0,0,1,3,5,5,0,1,0,0,1,0,0,0,0,1,1,7,2,0.0,0.0,0.0,1.0,1,4,2.0,2.0,1,2.0,1,0,0.0,1,1.0,0,10.0,,8,0,1,0,0,0,0,2,0,0,4
6884,0,0,1,1,2,6,8,0,1,0,0,1,1,1,1,1,0,0,5,1,,,,,1,3,2.0,2.0,2,2.0,1,0,0.0,0,,0,10.0,,8,0,1,1,0,1,1,8,1,0,1
6896,0,0,1,1,2,3,2,1,1,0,0,1,1,1,0,0,0,1,5,1,,,,,1,3,2.0,2.0,1,2.0,1,0,2.0,0,,1,,1.0,5,0,1,0,0,4,0,3,0,0,4
6897,0,0,1,1,1,3,4,1,1,0,0,1,1,1,1,0,0,0,4,1,,,,,1,5,2.0,3.0,4,4.0,1,0,2.0,0,,0,12.0,,2,0,1,0,0,2,1,1,0,1,2
6898,0,0,1,1,1,4,7,0,1,0,0,0,1,0,0,0,0,0,3,1,,,,,1,0,2.0,2.0,1,2.0,1,0,0.0,0,,0,6.0,1.0,8,0,1,0,1,1,5,2,0,1,1
6899,0,0,1,2,1,2,5,1,1,1,0,1,1,1,1,1,4,0,4,1,,,,,1,2,2.0,2.0,4,3.0,1,0,0.0,0,,1,,1.0,0,0,1,0,0,1,3,7,0,1,1
6909,0,4,1,1,2,3,4,1,1,1,0,1,1,0,0,1,4,1,6,2,0.0,1.0,0.0,0.0,2,1,1.0,2.0,1,2.0,1,0,,0,,0,12.0,,8,0,1,0,1,4,0,10,0,1,4
6910,0,0,1,1,2,3,4,1,1,0,0,1,0,1,0,1,4,1,4,1,,,,,1,2,2.0,2.0,2,2.0,1,0,0.0,0,,0,10.0,,0,0,1,0,0,1,3,10,0,0,1
6915,0,0,1,2,3,4,6,0,1,0,0,1,1,1,1,1,1,0,3,1,,,,,1,1,3.0,2.0,2,2.0,1,0,2.0,0,,0,10.0,,0,0,1,0,0,1,5,9,0,0,1
6916,0,0,1,2,3,5,20,1,1,1,1,1,1,1,1,1,0,0,5,1,,,,,1,4,3.0,2.0,4,3.0,1,0,2.0,0,,0,10.0,,0,0,1,0,0,6,1,7,0,0,1
6917,0,0,0,2,3,4,6,0,1,0,1,0,0,1,0,0,4,4,13,1,,,,,3,1,2.0,2.0,1,4.0,1,0,0.0,0,,0,10.0,,8,1,2,0,0,0,3,4,0,0,4
6918,0,2,0,1,2,3,5,1,1,0,0,1,1,1,0,0,0,4,5,1,,,,,3,1,1.0,2.0,2,1.0,1,0,0.0,0,,1,,3.0,0,0,1,0,0,0,0,11,0,0,4
6919,0,0,1,1,3,4,7,1,1,0,1,1,1,1,1,1,0,0,6,1,,,,,3,2,2.0,2.0,1,2.0,1,0,,0,,1,,1.0,8,0,1,0,0,4,1,3,1,0,4
6920,0,0,1,0,1,2,4,1,0,0,0,1,1,0,1,0,1,0,5,1,,,,,1,3,2.0,2.0,1,5.0,1,0,0.0,0,,0,10.0,,8,0,1,0,0,10,3,9,1,0,4
6921,0,0,0,0,2,3,5,0,1,0,0,1,1,1,0,0,0,4,7,2,0.0,1.0,1.0,0.0,1,1,2.0,2.0,2,0.0,1,0,0.0,0,,0,10.0,,5,0,1,0,0,0,5,3,1,0,4
6922,0,0,0,1,3,4,7,1,1,0,0,1,1,1,0,0,0,1,6,1,,,,,2,4,1.0,1.0,1,2.0,1,0,0.0,0,,0,10.0,,5,1,1,0,1,0,1,6,0,0,4
6923,0,2,0,0,1,2,8,1,1,0,0,1,0,1,0,0,4,1,3,1,,,,,0,2,2.0,2.0,2,2.0,1,0,0.0,0,,0,10.0,,8,0,1,0,0,0,2,4,0,0,4
6924,0,0,0,0,3,4,6,1,1,0,0,1,0,0,0,1,0,1,8,1,,,,,0,4,3.0,2.0,1,2.0,0,0,0.0,0,,0,10.0,,8,0,1,0,0,0,1,7,0,0,4
6925,0,0,1,1,2,3,4,1,1,0,0,1,1,1,1,0,0,0,4,1,,,,,1,4,2.0,2.0,1,2.0,1,0,0.0,0,,0,10.0,,8,0,1,0,2,4,5,4,0,0,4
6926,0,0,1,1,2,3,7,0,1,0,0,1,1,1,1,0,0,0,4,1,,,,,1,3,2.0,3.0,1,2.0,1,0,2.0,0,,0,7.0,,5,0,1,0,0,0,1,9,1,1,4
6927,0,2,1,1,3,5,7,1,0,1,0,1,1,1,1,1,0,0,9,1,,,,,2,1,1.0,1.0,1,1.0,1,0,0.0,0,,1,,1.0,5,2,2,0,1,4,4,6,0,0,4
6928,0,0,1,1,1,2,2,1,1,0,0,0,0,0,0,0,0,0,4,1,,,,,1,3,2.0,2.0,1,1.0,1,0,0.0,0,,0,10.0,,8,0,1,0,0,4,2,8,0,0,4
6929,0,0,1,1,2,3,8,0,1,0,0,1,1,1,0,0,0,0,5,1,,,,,1,3,2.0,2.0,1,2.0,1,0,2.0,0,,0,5.0,4.0,0,1,2,0,0,6,3,7,1,0,1
6930,0,0,2,2,2,4,11,1,1,0,1,1,1,1,0,1,0,0,3,1,,,,,1,2,2.0,2.0,2,2.0,1,0,2.0,0,,1,,1.0,8,1,1,0,1,0,1,11,0,0,0
6931,0,0,1,1,1,2,4,1,1,0,0,1,1,0,0,0,0,0,4,1,,,,,1,2,2.0,2.0,1,5.0,1,0,0.0,0,,0,10.0,,8,1,3,0,0,4,4,7,1,0,4
6932,0,2,1,2,1,2,4,0,1,1,0,1,1,0,0,1,0,0,3,1,,,,,0,2,2.0,2.0,4,1.0,1,0,0.0,0,,1,,1.0,0,0,1,0,0,1,0,11,1,0,1
6933,0,0,1,2,1,1,11,1,1,0,0,1,1,1,0,0,0,0,6,1,,,,,0,4,2.0,3.0,1,2.0,1,0,2.0,0,,0,10.0,,0,0,1,1,0,4,4,2,0,0,4
6934,0,0,1,2,3,4,6,0,1,0,0,1,1,1,0,0,0,0,6,2,1.0,1.0,0.0,0.0,1,2,2.0,2.0,1,2.0,1,0,2.0,0,,0,10.0,,8,0,1,0,0,0,4,4,0,0,0
6935,0,0,2,2,2,3,7,0,1,0,0,1,1,1,1,1,0,0,3,1,,,,,1,4,2.0,2.0,2,2.0,1,0,2.0,0,,0,10.0,,8,0,1,0,0,0,4,7,1,1,0
6936,0,2,1,1,2,4,8,0,1,0,0,1,1,1,1,0,0,0,6,1,,,,,2,2,1.0,1.0,1,2.0,1,0,2.0,0,,1,,1.0,0,0,1,0,0,0,1,8,0,0,0
6940,0,0,2,2,3,5,25,1,1,1,1,1,1,1,1,1,0,0,5,1,,,,,1,4,2.0,2.0,4,6.0,1,0,2.0,0,,0,10.0,,8,1,2,1,0,6,2,5,0,0,1
6941,0,0,1,2,2,3,13,1,1,0,0,1,1,1,1,1,0,0,5,1,,,,,1,3,2.0,3.0,4,0.0,1,0,2.0,0,,1,,1.0,2,0,1,0,0,2,1,10,0,0,2
6942,0,2,2,2,3,4,3,1,1,0,0,1,1,1,0,1,0,1,6,1,,,,,2,2,1.0,2.0,1,1.0,1,0,0.0,0,,1,,1.0,8,0,1,0,0,0,1,1,0,0,0
6949,0,0,1,1,2,4,7,1,1,0,0,1,1,1,0,1,0,0,3,1,,,,,1,1,2.0,2.0,1,2.0,1,0,0.0,0,,0,10.0,,8,0,1,0,0,4,1,5,0,0,4
6950,0,1,1,1,2,4,4,0,1,0,1,1,1,0,0,1,0,0,4,1,,,,,2,3,1.0,1.0,1,2.0,1,0,0.0,0,,0,10.0,,5,0,1,0,0,4,5,0,0,0,4
6951,0,0,1,2,1,2,3,1,0,1,0,1,1,1,0,1,0,0,3,1,,,,,1,1,2.0,2.0,2,2.0,1,0,2.0,0,,0,10.0,,0,0,1,0,0,1,4,5,0,1,1
6953,0,4,1,1,2,3,4,1,1,0,0,1,1,1,0,0,0,0,4,1,,,,,2,1,1.0,1.0,1,1.0,1,0,2.0,0,,0,10.0,,8,0,1,0,0,4,3,0,0,0,4
6954,0,0,1,1,1,3,12,1,1,0,0,1,1,1,0,1,0,0,3,1,,,,,1,2,2.0,2.0,2,0.0,1,0,0.0,0,,0,2.0,6.0,8,0,1,0,0,6,5,5,0,0,4
6956,0,0,2,2,2,3,6,0,1,1,0,1,1,1,0,1,0,0,5,1,,,,,1,3,2.0,2.0,2,2.0,1,0,0.0,0,,1,,1.0,0,0,1,0,0,1,0,10,0,0,1
6961,0,0,1,1,2,6,6,1,1,0,0,1,1,1,1,1,0,0,6,2,1.0,1.0,0.0,0.0,1,1,2.0,2.0,1,1.0,1,0,2.0,0,,0,10.0,,8,0,1,0,0,0,2,7,0,0,0
6967,0,1,1,2,1,2,5,0,1,0,0,1,1,0,0,0,0,0,5,1,,,,,3,4,2.0,2.0,2,2.0,1,0,2.0,0,,0,10.0,,8,1,2,0,0,1,4,11,0,1,1
6969,0,0,2,2,2,4,7,1,1,1,0,1,1,1,0,1,0,0,5,1,,,,,1,3,2.0,3.0,1,5.0,1,0,0.0,0,,0,10.0,,8,0,1,0,0,0,0,0,1,1,0
6978,0,4,1,2,3,4,11,1,1,1,0,1,1,1,1,1,0,0,5,1,,,,,2,2,1.0,1.0,2,2.0,1,0,2.0,0,,1,,1.0,0,0,1,0,0,1,3,11,0,1,1
6983,0,0,1,2,2,6,8,1,1,0,0,1,1,1,0,1,0,0,6,1,,,,,3,1,2.0,2.0,1,5.0,1,0,2.0,0,,1,,4.0,8,0,1,0,0,0,1,9,0,0,4
6987,0,2,1,1,2,2,5,0,1,0,0,1,1,1,0,0,0,0,11,1,,,,,3,1,2.0,2.0,1,5.0,1,0,2.0,0,,0,10.0,,5,0,1,1,2,4,5,1,1,0,4
6988,0,0,1,1,2,4,4,1,1,0,0,1,1,1,0,1,0,0,5,1,,,,,3,0,2.0,2.0,1,5.0,1,0,2.0,0,,0,10.0,,8,0,1,0,0,0,4,7,0,0,4
6989,0,4,1,2,1,2,2,0,1,0,0,1,1,0,0,0,0,0,4,1,,,,,2,2,1.0,2.0,1,5.0,1,0,2.0,0,,1,,1.0,8,0,1,0,0,4,1,3,0,0,4
6990,0,0,1,2,2,4,9,1,1,1,0,1,1,1,0,1,0,0,4,1,,,,,1,2,2.0,2.0,2,1.0,1,0,0.0,0,,1,,4.0,8,0,1,0,0,6,2,8,1,0,0
6992,0,1,1,1,1,1,7,0,1,0,0,1,1,0,0,0,1,0,3,1,,,,,1,2,2.0,2.0,1,5.0,1,0,2.0,0,,0,10.0,,8,0,1,0,0,0,3,3,0,0,4
6993,0,0,0,1,1,3,2,1,0,0,0,1,1,0,1,0,1,1,4,1,,,,,1,1,2.0,2.0,1,2.0,1,0,2.0,0,,1,,1.0,8,0,1,0,0,0,3,10,1,0,1
6994,0,2,1,1,1,3,11,0,1,0,0,1,1,1,0,0,0,0,4,1,,,,,3,1,2.0,2.0,4,1.0,1,0,2.0,0,,1,,1.0,8,0,1,0,0,6,3,4,1,1,4
6995,0,0,0,1,2,6,10,1,1,0,0,1,1,0,0,0,0,0,8,2,0.0,1.0,0.0,0.0,1,1,2.0,2.0,1,5.0,1,0,2.0,0,,0,1.0,4.0,8,0,1,0,0,0,3,2,0,0,4
6996,0,0,0,0,2,3,4,1,1,0,0,1,1,0,0,0,0,0,5,1,,,,,1,4,3.0,3.0,0,,0,0,0.0,0,,0,10.0,,0,0,1,0,0,0,2,2,0,0,4
6997,0,0,0,2,1,3,7,1,1,0,0,1,1,1,1,0,0,0,3,1,,,,,1,3,2.0,2.0,1,5.0,1,0,0.0,0,,0,1.0,4.0,8,0,1,0,0,0,1,7,0,0,4
6998,0,0,0,1,2,3,4,1,0,1,0,0,0,0,0,0,5,0,5,1,,,,,1,1,2.0,2.0,2,2.0,1,0,2.0,0,,0,10.0,,8,0,1,0,0,0,0,4,0,0,4
7003,0,0,1,1,1,2,4,1,1,0,0,1,0,0,0,0,0,0,3,1,,,,,1,2,2.0,2.0,1,2.0,1,0,2.0,0,,1,,1.0,0,0,0,1,0,4,1,11,0,0,4
