,DOMINIO,T_INSTRUM,ESTRATO,PISOS,P1_2,P1_2_A,FOCOS,P1_4_1,P1_4_2,P1_4_3,P1_4_4,P1_4_5,P1_4_6,P1_4_7,P1_4_8,P1_4_9,AGUA,DRENAJE,P1_7,P1_9,P1_10_1,P1_10_2,P1_10_3,P1_10_4,PAREN,EDAD,RES_MADRE,RES_PADRE,ESCOLARIDAD,GRA,ALFABETISMO,ASISTENCIA_ESC,PERT_INDIGENA,LENG_INDIGENA,LENG_ESPAÑOL,TRABAJO,P2_14,P2_15,P10_1,P10_3,NACIO_VIV,NACIO_MUERT,ABORTO,P10_5,P10_6ANIO,P10_6MES,P10_8_abuso,P10_8_atencion,P10_7
2035,0,0,1,2,2,3,6,0,1,1,1,1,1,1,1,1,0,0,5,1,,,,,1,1,2.0,2.0,1,2.0,1,0,2.0,0,,1,,2.0,0,2,3,0,0,1,5,7,0,0,1
2036,0,0,1,2,2,4,10,0,1,1,1,1,1,1,1,1,0,0,4,1,,,,,1,1,2.0,2.0,4,1.0,1,1,2.0,0,,0,8.0,,2,1,2,0,0,6,5,6,0,0,2
2037,0,0,2,1,2,2,7,1,1,1,0,1,1,1,1,1,0,0,4,1,,,,,1,3,2.0,2.0,3,3.0,1,0,2.0,0,,0,10.0,,8,0,1,0,0,6,3,11,1,0,1
2155,0,2,1,2,2,3,6,0,1,0,0,1,1,1,1,1,0,0,5,1,,,,,0,1,2.0,2.0,2,2.0,1,0,2.0,0,,0,10.0,,5,2,3,0,0,4,4,10,0,0,0
2157,0,2,2,2,3,4,10,0,1,1,0,1,1,1,1,1,1,0,4,1,,,,,0,4,3.0,2.0,3,2.0,1,0,2.0,0,,1,,1.0,0,0,1,1,0,6,2,5,0,0,1
2159,0,0,2,1,1,2,4,1,1,0,0,1,1,1,1,0,1,1,4,1,,,,,1,3,2.0,2.0,4,4.0,1,0,2.0,0,,0,10.0,,0,2,1,0,1,1,3,1,0,0,0
2160,0,0,2,2,2,4,9,1,1,0,0,1,1,1,0,0,0,0,4,1,,,,,0,2,2.0,2.0,3,2.0,1,0,0.0,0,,0,10.0,,8,0,1,0,0,4,3,4,1,1,4
2161,0,0,1,1,2,2,2,1,1,0,0,1,1,0,0,0,0,0,4,1,,,,,0,4,3.0,3.0,1,2.0,1,0,2.0,0,,1,,1.0,0,0,1,0,0,1,0,3,0,0,1
2162,0,4,1,1,2,3,5,1,0,0,0,1,1,0,0,0,0,0,4,1,,,,,2,2,1.0,3.0,1,2.0,1,0,2.0,0,,0,10.0,,8,1,1,0,1,0,4,5,0,0,0
2163,0,0,2,1,3,5,14,1,1,0,1,1,1,1,1,1,0,0,4,1,,,,,1,3,2.0,2.0,4,4.0,1,0,2.0,0,,1,,1.0,0,1,2,0,0,6,3,9,0,0,1
2164,0,0,2,2,2,4,14,1,1,0,0,1,1,1,1,0,0,1,3,1,,,,,1,4,2.0,3.0,1,2.0,1,0,2.0,0,,0,10.0,,8,0,1,0,0,1,1,7,0,0,1
2166,0,2,1,0,1,1,2,0,1,0,0,1,1,1,0,0,0,0,6,1,,,,,0,3,3.0,3.0,1,2.0,1,0,2.0,0,,1,,1.0,8,0,1,0,1,0,4,6,0,0,0
2167,0,1,1,1,3,5,6,1,1,0,1,1,1,1,1,1,0,0,6,1,,,,,3,2,2.0,2.0,1,2.0,1,0,2.0,0,,0,10.0,,8,1,2,0,0,10,3,1,0,0,1
2168,0,2,1,2,2,3,5,1,1,0,0,1,1,1,0,0,0,0,7,1,,,,,2,1,1.0,1.0,2,0.0,1,0,2.0,0,,0,10.0,,8,1,2,0,0,0,4,1,0,0,0
2178,0,2,2,2,3,6,10,1,1,1,1,1,1,1,1,1,0,0,5,1,,,,,2,2,1.0,1.0,4,4.0,1,0,2.0,0,,1,,1.0,2,0,1,0,0,6,0,10,1,0,2
2280,0,0,1,1,1,2,3,1,0,0,0,1,1,1,0,0,1,0,3,1,,,,,1,0,2.0,2.0,1,2.0,1,0,2.0,0,,1,,1.0,8,0,1,0,1,0,4,2,0,0,0
2283,0,0,1,1,3,4,8,1,1,0,0,1,1,1,0,0,1,0,6,1,,,,,2,5,1.0,3.0,1,2.0,1,0,2.0,0,,1,,4.0,0,0,1,0,0,0,3,11,0,0,4
2286,0,0,1,1,2,2,3,0,1,0,0,1,1,1,0,0,1,0,7,1,,,,,1,5,2.0,2.0,1,2.0,1,0,2.0,0,,1,,1.0,0,0,1,0,0,0,0,11,0,0,4
2289,0,0,1,1,3,5,1,1,1,0,0,1,1,1,0,0,0,0,6,1,,,,,1,2,2.0,2.0,1,5.0,1,0,2.0,0,,1,,1.0,5,0,1,0,0,0,2,2,0,0,4
2292,0,3,1,2,3,4,12,1,1,1,1,1,1,1,1,1,0,0,5,1,,,,,3,2,2.0,2.0,1,2.0,1,0,2.0,0,,0,10.0,,0,0,1,0,0,1,1,8,0,1,1
2293,0,0,1,1,2,2,6,1,1,0,0,1,1,1,1,0,1,0,6,1,,,,,1,4,2.0,3.0,1,2.0,1,0,2.0,0,,0,10.0,,8,0,1,0,0,0,0,3,0,0,4
2294,0,0,1,1,1,1,4,1,1,0,0,1,1,1,0,0,0,0,4,1,,,,,1,1,2.0,2.0,1,5.0,1,0,2.0,0,,0,10.0,,5,0,1,0,0,0,1,6,0,0,4
2296,0,0,1,1,1,3,7,1,1,0,0,1,1,1,0,0,1,0,3,1,,,,,1,1,2.0,2.0,1,2.0,1,0,0.0,0,,1,,3.0,0,1,2,0,0,4,4,3,0,0,4
2297,0,2,1,1,4,5,3,1,1,0,0,1,1,0,0,0,1,0,8,3,0.0,1.0,0.0,0.0,0,3,2.0,,1,1.0,1,1,2.0,0,,1,,1.0,0,0,1,0,0,1,2,0,1,0,1
2298,0,2,1,1,2,2,3,0,0,0,0,1,0,0,0,0,1,0,6,1,,,,,2,1,1.0,2.0,1,5.0,1,0,2.0,0,,0,10.0,,7,1,1,0,1,0,2,4,0,0,4
2299,0,0,1,1,1,2,5,0,1,0,0,1,1,1,0,0,0,0,4,1,,,,,1,2,2.0,2.0,4,3.0,1,0,0.0,0,,1,,1.0,0,1,1,0,1,1,5,8,0,0,1
2370,0,0,1,1,2,3,4,1,1,1,0,1,1,0,0,1,0,0,5,1,,,,,1,2,2.0,2.0,1,2.0,1,0,2.0,0,,1,,1.0,7,0,1,0,0,0,1,2,0,0,1
2371,0,0,1,1,1,2,5,0,1,0,0,1,1,0,1,1,1,0,4,1,,,,,0,2,2.0,2.0,1,2.0,1,0,0.0,0,,0,10.0,,5,0,1,0,0,4,5,1,0,0,4
2372,0,0,1,2,4,7,28,0,1,1,0,1,1,1,1,1,0,0,3,1,,,,,0,4,2.0,3.0,4,3.0,1,0,0.0,0,,1,,1.0,0,0,1,0,0,6,2,1,0,0,1
2373,0,2,1,1,1,2,3,0,1,0,0,1,1,0,0,1,0,1,5,1,,,,,2,0,1.0,3.0,1,2.0,1,0,0.0,0,,1,,3.0,5,0,1,0,0,0,2,1,0,0,4
2374,0,0,1,1,3,4,2,0,1,0,0,1,1,0,0,0,0,0,10,1,,,,,3,2,3.0,2.0,4,2.0,1,1,2.0,0,,1,,4.0,5,0,1,0,0,6,1,2,1,1,4
2375,0,0,1,1,1,2,3,1,1,0,0,1,1,0,0,0,0,0,5,1,,,,,1,3,2.0,2.0,1,2.0,1,0,0.0,0,,1,,1.0,7,0,1,0,0,4,3,11,0,0,4
2376,0,0,1,2,1,4,11,1,1,1,0,1,1,1,1,0,0,0,5,1,,,,,1,3,2.0,2.0,4,3.0,1,0,0.0,0,,1,,1.0,0,1,2,0,0,1,3,9,0,0,1
2377,0,0,1,1,1,2,4,1,1,1,0,1,1,1,1,1,0,0,4,1,,,,,1,1,2.0,2.0,4,3.0,1,0,2.0,0,,1,,1.0,0,1,2,0,0,1,2,4,1,1,1
2378,0,0,1,1,1,2,4,1,1,1,1,1,1,0,0,1,0,0,5,1,,,,,1,4,2.0,3.0,1,2.0,1,0,0.0,0,,0,10.0,,8,0,1,0,0,9,2,6,0,0,4
2379,0,4,1,2,6,7,3,0,1,0,0,1,1,1,0,0,0,0,4,1,,,,,2,4,1.0,1.0,3,0.0,1,0,2.0,0,,0,10.0,,7,0,1,0,0,4,4,11,0,0,4
2380,0,2,1,1,1,1,2,1,1,0,0,0,1,0,0,0,1,0,5,1,,,,,0,1,2.0,2.0,1,2.0,1,0,0.0,0,,0,7.0,,5,1,2,0,0,0,3,3,0,0,4
2381,0,0,1,1,1,3,8,0,1,0,0,1,1,1,1,1,0,0,4,1,,,,,1,3,2.0,2.0,4,4.0,1,0,0.0,0,,0,10.0,,5,2,2,0,0,0,4,0,0,0,4
2382,0,0,1,1,1,1,2,1,1,0,0,1,0,1,0,1,0,0,5,1,,,,,1,3,2.0,2.0,1,1.0,1,0,2.0,0,,0,10.0,,8,0,1,0,0,0,2,7,1,1,4
2383,0,0,1,0,1,2,1,1,1,0,0,1,1,0,0,0,0,0,6,1,,,,,1,2,2.0,2.0,1,2.0,1,0,2.0,0,,0,10.0,,8,0,1,0,0,0,2,4,1,1,4
2385,0,0,1,2,1,2,4,1,1,0,0,1,1,1,1,1,0,0,3,1,,,,,1,1,2.0,2.0,2,2.0,1,0,2.0,0,,1,,1.0,0,0,1,0,0,1,1,6,0,0,1
2386,0,0,1,2,2,2,6,0,1,0,0,1,1,1,1,1,0,0,3,1,,,,,1,3,2.0,2.0,1,1.0,1,0,2.0,0,,0,10.0,,8,0,1,0,0,4,5,8,0,0,4
2390,0,0,1,2,1,2,10,0,1,1,0,1,1,1,1,1,0,0,3,1,,,,,1,1,2.0,2.0,4,3.0,1,0,2.0,0,,1,,1.0,0,0,1,0,0,1,1,6,0,0,1
2392,0,0,1,1,2,4,8,1,1,0,1,1,1,1,1,1,0,0,7,2,0.0,1.0,1.0,0.0,1,1,2.0,2.0,1,2.0,1,0,2.0,0,,0,10.0,,8,0,1,0,1,6,5,7,0,0,4
2395,0,2,1,2,1,2,7,1,1,1,0,1,1,1,0,1,0,0,2,1,,,,,0,2,2.0,2.0,4,2.0,1,0,2.0,0,,1,,1.0,0,0,1,0,0,1,4,0,1,0,1
2396,0,2,1,0,2,3,3,1,1,1,0,1,1,1,0,0,0,0,5,1,,,,,2,2,2.0,1.0,1,2.0,1,0,0.0,0,,1,,1.0,8,1,2,0,0,0,3,8,0,0,4
2397,0,0,1,1,1,2,7,1,1,1,1,1,1,1,0,1,0,0,3,1,,,,,1,3,2.0,2.0,2,2.0,1,0,2.0,0,,1,,4.0,0,0,1,0,0,6,5,8,1,1,1
2398,0,4,1,2,2,5,9,0,1,1,1,1,1,1,1,1,0,0,4,1,,,,,2,4,1.0,1.0,4,4.0,1,0,2.0,0,,1,,1.0,0,0,1,0,0,1,1,3,0,1,1
2399,0,0,1,0,2,2,4,0,1,0,0,1,1,0,1,0,0,0,5,1,,,,,1,3,2.0,2.0,2,1.0,1,0,0.0,0,,0,10.0,,0,0,1,0,0,4,4,6,0,0,4
2400,0,0,1,2,2,4,6,0,1,0,0,1,1,1,1,1,0,0,5,1,,,,,3,1,2.0,2.0,1,5.0,1,0,0.0,0,,0,10.0,,0,0,1,0,0,1,2,9,0,0,1
2401,0,0,1,2,3,5,13,0,1,1,1,1,1,1,1,1,0,0,5,1,,,,,1,4,2.0,2.0,2,2.0,1,0,0.0,0,,1,,4.0,0,0,3,0,0,1,2,2,0,0,1
2402,0,2,1,2,1,2,4,0,1,1,0,1,1,1,0,1,0,0,3,1,,,,,0,3,2.0,3.0,2,2.0,1,0,0.0,0,,1,,1.0,0,0,1,0,0,1,1,6,0,0,1
2403,0,0,1,1,2,3,7,1,1,0,0,1,1,0,0,1,0,0,4,1,,,,,1,2,2.0,2.0,4,3.0,1,0,0.0,0,,0,1.0,4.0,0,0,1,0,0,1,3,8,0,0,1
2404,0,0,1,1,2,4,6,1,1,1,0,1,1,1,0,1,0,0,5,1,,,,,1,3,3.0,2.0,2,2.0,1,0,2.0,0,,0,10.0,,5,0,1,0,0,4,5,1,0,0,1
2405,0,0,1,2,1,3,6,0,1,0,0,1,1,1,1,1,0,0,5,1,,,,,1,2,2.0,2.0,2,2.0,1,0,2.0,0,,0,10.0,,5,0,1,0,0,4,1,6,0,0,4
2406,0,0,1,1,2,2,2,0,0,0,1,1,1,1,0,1,1,0,6,2,0.0,1.0,0.0,0.0,0,0,1.0,2.0,1,2.0,1,0,2.0,0,,0,10.0,,8,0,1,0,0,4,5,3,0,0,4
2412,0,0,1,2,2,4,5,0,1,0,0,1,1,1,0,1,0,0,6,1,,,,,1,2,2.0,2.0,1,2.0,1,0,2.0,0,,0,10.0,,0,1,1,0,1,1,5,5,0,0,1
2413,0,0,1,1,1,1,5,1,1,0,0,1,1,1,1,1,0,0,4,1,,,,,1,3,2.0,2.0,4,3.0,1,0,0.0,0,,1,,1.0,5,0,1,0,0,0,3,11,0,0,4
2414,0,0,1,2,2,4,12,1,1,1,0,1,1,1,0,1,0,0,4,1,,,,,1,4,2.0,2.0,2,2.0,1,0,2.0,0,,0,10.0,,0,0,1,0,0,1,0,2,0,0,1
2419,0,0,1,2,2,3,6,1,1,0,1,1,1,1,0,1,0,0,5,1,,,,,1,3,2.0,2.0,1,2.0,1,0,2.0,0,,1,,1.0,8,0,1,0,0,4,5,9,0,0,4
2421,0,0,1,1,1,2,12,1,1,1,0,1,1,1,0,1,0,0,3,1,,,,,1,1,2.0,2.0,4,1.0,1,1,0.0,0,,0,10.0,,0,0,1,0,0,6,4,5,0,0,1
2422,0,0,1,1,2,3,2,0,1,0,0,1,1,0,1,1,1,0,5,1,,,,,1,4,3.0,3.0,1,5.0,1,0,0.0,0,,1,,2.0,8,0,1,0,0,0,1,11,0,0,4
2423,0,0,1,1,3,5,8,1,1,0,0,1,1,1,1,0,0,0,6,1,,,,,1,3,2.0,2.0,1,2.0,1,0,2.0,0,,0,10.0,,5,1,2,0,0,0,3,11,0,0,4
2424,0,0,1,2,2,5,20,0,1,0,1,1,1,1,1,1,0,0,4,1,,,,,1,1,2.0,2.0,4,2.0,1,0,2.0,0,,1,,1.0,0,0,1,0,0,6,4,9,0,0,1
2425,0,0,1,1,4,6,10,1,1,1,1,1,1,1,0,1,0,0,8,1,,,,,2,4,1.0,1.0,3,2.0,1,0,0.0,0,,1,,1.0,0,0,1,0,0,1,5,11,0,0,1
2426,0,0,1,2,2,4,9,1,1,1,0,1,1,1,0,0,0,0,6,1,,,,,1,2,2.0,2.0,2,2.0,1,0,2.0,0,,0,10.0,,0,0,1,0,0,1,1,7,0,0,1
2427,0,4,1,2,2,3,40,1,1,1,0,1,1,1,1,1,0,0,2,1,,,,,0,3,2.0,2.0,4,4.0,1,0,2.0,0,,1,,1.0,0,0,1,0,0,6,2,7,1,0,1
2428,0,0,1,2,2,4,6,0,1,0,0,1,1,1,1,1,0,0,6,1,,,,,1,2,2.0,3.0,1,2.0,1,0,2.0,0,,0,10.0,,0,1,2,0,0,1,3,6,0,0,1
2429,0,0,1,1,2,3,12,0,1,1,0,1,1,1,1,1,0,0,4,1,,,,,1,3,2.0,2.0,4,4.0,1,0,2.0,0,,0,6.0,1.0,0,0,1,0,0,1,5,8,0,0,1
2430,0,0,1,1,1,4,6,1,1,0,0,1,1,0,0,1,1,0,4,1,,,,,1,3,2.0,2.0,2,2.0,1,0,2.0,0,,0,10.0,,0,0,1,0,0,0,2,1,0,0,4
2431,0,4,1,1,2,4,8,0,0,1,1,1,1,1,0,1,0,0,3,1,,,,,0,5,2.0,2.0,1,2.0,1,0,2.0,0,,1,,4.0,5,0,1,0,0,1,1,5,0,0,1
2432,0,0,1,1,3,4,10,1,1,0,0,1,1,1,1,1,0,0,6,1,,,,,1,4,2.0,2.0,1,2.0,1,0,2.0,0,,1,,4.0,5,0,1,0,0,0,1,11,0,1,4
2433,0,0,1,1,2,3,5,1,1,0,0,1,1,1,0,1,0,0,5,1,,,,,1,4,2.0,2.0,2,1.0,1,0,0.0,0,,1,,1.0,0,0,1,0,0,0,1,6,1,0,4
2434,0,0,1,1,1,2,5,1,1,0,0,1,1,1,0,0,0,0,4,1,,,,,1,1,2.0,2.0,4,1.0,1,0,2.0,0,,1,,1.0,5,1,2,0,0,4,4,10,0,0,4
2435,0,0,1,0,2,3,7,1,1,0,1,1,1,1,0,1,0,0,4,1,,,,,1,4,2.0,2.0,1,2.0,1,0,2.0,0,,1,,1.0,0,0,1,0,0,1,2,0,0,0,1
2436,0,0,1,2,2,3,6,0,1,0,0,1,1,1,0,1,0,0,3,1,,,,,0,1,2.0,2.0,4,1.0,1,0,2.0,0,,1,,1.0,8,0,1,0,0,4,2,3,0,0,4
2522,0,0,1,1,2,3,5,0,1,0,0,1,1,1,0,1,0,0,5,1,,,,,1,5,2.0,2.0,1,2.0,1,0,2.0,0,,1,,4.0,8,0,1,0,0,1,0,5,1,0,1
2523,0,0,1,1,2,3,5,0,1,0,0,1,1,1,1,1,0,0,5,1,,,,,1,3,2.0,2.0,1,2.0,1,0,2.0,0,,1,,1.0,8,0,1,0,0,1,1,8,0,1,1
2524,0,1,1,2,1,2,7,1,1,0,0,1,1,1,0,1,0,0,2,1,,,,,0,1,2.0,2.0,1,2.0,1,0,2.0,0,,1,,4.0,5,2,2,0,2,6,1,9,0,0,4
2532,0,0,1,1,2,3,4,0,1,0,0,1,1,1,1,1,1,1,5,1,,,,,1,3,2.0,2.0,1,2.0,1,0,2.0,0,,0,10.0,,5,0,1,0,0,0,1,11,0,0,4
2533,0,0,1,1,2,3,4,0,1,0,0,1,1,1,0,1,0,0,5,1,,,,,1,2,2.0,2.0,1,2.0,1,0,2.0,0,,0,10.0,,5,0,1,0,0,4,3,10,1,1,4
2534,0,2,1,1,1,2,3,1,1,0,0,1,1,1,0,1,1,1,4,1,,,,,2,3,2.0,1.0,2,0.0,1,0,2.0,0,,1,,1.0,8,0,1,0,0,6,1,7,0,0,3
2535,0,0,1,2,2,5,19,1,1,1,1,1,1,1,1,1,0,0,4,1,,,,,1,4,2.0,2.0,4,1.0,1,0,0.0,0,,1,,1.0,2,0,1,0,0,6,4,8,0,0,1
2536,0,0,1,2,2,4,6,1,1,0,0,1,1,0,1,1,0,0,4,1,,,,,1,4,2.0,3.0,1,2.0,1,0,0.0,0,,0,10.0,,8,0,1,0,0,4,4,1,1,1,4
2537,0,0,1,1,3,5,6,1,1,0,0,1,1,1,1,1,0,1,5,1,,,,,1,4,2.0,2.0,1,2.0,1,0,0.0,0,,0,10.0,,8,0,1,0,0,4,1,4,0,0,4
2538,0,0,1,1,1,2,2,0,1,0,0,1,1,1,1,1,1,0,3,1,,,,,1,3,2.0,2.0,1,2.0,1,0,2.0,0,,0,10.0,,5,0,1,0,0,0,2,7,0,0,4
2539,0,0,1,1,1,2,3,0,1,0,0,1,1,1,0,0,0,1,4,1,,,,,1,2,2.0,2.0,1,2.0,1,0,2.0,0,,1,,1.0,8,0,1,0,0,4,4,10,0,0,0
2540,0,0,1,1,2,6,9,1,1,1,1,1,1,1,0,1,0,0,4,1,,,,,1,3,2.0,3.0,1,2.0,1,0,2.0,0,,1,,1.0,0,0,1,0,0,4,1,5,0,0,4
2541,0,0,1,1,2,4,8,1,1,0,0,1,1,0,0,1,0,0,6,1,,,,,1,3,2.0,2.0,1,5.0,1,0,2.0,0,,0,10.0,,5,0,1,0,0,4,2,10,0,0,4
2542,0,0,1,1,2,3,2,0,0,0,0,1,1,0,0,0,0,0,4,1,,,,,1,4,2.0,3.0,1,2.0,1,0,2.0,0,,0,10.0,,5,0,1,0,0,4,3,7,0,0,4
2543,0,0,1,2,1,2,7,1,1,1,0,1,1,1,1,1,0,0,3,1,,,,,1,2,2.0,2.0,2,1.0,1,0,2.0,0,,1,,1.0,8,0,1,0,0,6,1,0,0,1,4
2544,0,0,1,2,2,3,8,1,1,1,1,1,1,1,1,1,1,1,6,2,0.0,1.0,1.0,0.0,1,1,2.0,2.0,1,2.0,1,0,0.0,0,,0,10.0,,5,0,1,0,0,4,3,6,0,1,4
2545,0,3,1,1,2,3,4,1,1,1,0,1,1,1,0,1,0,0,3,1,,,,,0,2,2.0,,1,2.0,1,0,2.0,0,,0,7.0,,5,0,1,0,0,4,1,0,0,0,4
2546,0,0,1,2,2,2,5,1,1,0,1,1,1,1,1,1,0,0,4,1,,,,,1,2,2.0,2.0,1,2.0,1,0,2.0,0,,0,10.0,,5,0,1,0,0,4,4,2,0,0,4
2547,0,0,1,1,1,2,4,1,1,1,0,1,1,1,0,1,0,0,4,1,,,,,1,1,2.0,2.0,2,2.0,1,0,2.0,0,,0,10.0,,8,0,1,0,0,4,0,2,1,0,4
2548,0,0,1,1,2,4,6,1,1,0,1,1,1,1,0,1,3,0,6,1,,,,,1,5,1.0,3.0,1,2.0,1,0,2.0,0,,0,10.0,,0,0,1,0,0,1,2,7,1,0,1
2549,0,2,1,2,2,3,1,1,1,0,0,1,1,1,0,1,0,0,3,1,,,,,0,5,2.0,3.0,1,2.0,1,0,2.0,0,,1,,4.0,8,0,1,0,0,0,1,9,0,0,4
2555,0,0,1,2,1,3,4,1,1,0,0,1,1,0,1,1,0,0,3,1,,,,,0,2,2.0,2.0,1,5.0,1,0,2.0,0,,0,10.0,,0,0,1,0,0,0,3,3,0,0,1
2573,0,0,1,2,2,4,6,0,1,0,0,1,1,0,0,0,0,0,5,1,,,,,1,3,2.0,2.0,1,2.0,1,0,0.0,0,,0,10.0,,5,0,1,0,0,0,2,10,0,0,0
2574,0,0,1,1,2,2,3,1,1,0,0,1,1,0,0,0,0,0,12,2,1.0,1.0,0.0,0.0,2,0,1.0,1.0,1,0.0,1,0,2.0,0,,0,10.0,,5,0,1,0,0,0,5,2,0,1,4
2575,0,1,1,1,2,2,4,1,1,0,0,1,1,0,0,1,0,0,4,1,,,,,0,6,2.0,3.0,1,2.0,1,0,2.0,0,,1,,4.0,5,0,1,0,0,0,1,11,0,0,4
2576,0,0,1,2,3,4,14,1,1,1,0,1,1,1,1,1,0,0,7,1,,,,,1,4,3.0,3.0,1,2.0,1,0,2.0,0,,0,10.0,,5,0,1,0,0,6,0,9,0,0,0
2577,0,0,1,2,1,4,6,1,1,0,0,1,1,1,0,0,0,0,3,1,,,,,1,0,2.0,3.0,1,2.0,1,0,2.0,0,,0,10.0,,5,0,1,0,0,0,3,4,0,0,4
2578,0,2,1,2,1,3,7,0,1,0,0,1,1,1,0,1,0,0,4,1,,,,,0,3,2.0,2.0,2,2.0,1,1,0.0,0,,1,,1.0,0,1,2,0,0,1,3,0,0,0,1
2579,0,0,1,1,2,3,4,1,1,1,0,1,1,0,0,1,0,0,4,1,,,,,0,0,2.0,2.0,1,2.0,1,0,2.0,0,,0,10.0,,5,0,1,0,0,0,3,11,1,0,4
2580,0,0,1,1,2,4,6,1,1,0,0,1,1,0,0,0,0,0,9,2,1.0,1.0,0.0,0.0,1,2,2.0,2.0,1,2.0,1,0,0.0,1,1.0,0,10.0,,5,1,2,0,0,0,4,4,1,0,0
2581,0,0,1,1,2,3,5,0,1,0,0,1,1,1,1,0,0,0,4,1,,,,,1,2,2.0,2.0,1,2.0,1,0,1.0,0,,0,10.0,,0,0,1,0,0,1,5,2,0,0,1
2582,0,0,1,2,2,3,8,0,1,1,0,1,1,1,1,1,0,0,3,1,,,,,1,4,2.0,2.0,4,7.0,1,0,2.0,0,,1,,1.0,2,0,1,0,0,6,1,8,0,0,0
2583,0,4,1,2,2,2,7,1,1,0,0,1,1,0,0,0,0,0,6,1,,,,,2,1,1.0,3.0,2,2.0,1,0,2.0,0,,1,,1.0,0,1,2,0,0,0,4,0,0,0,0
2584,0,0,1,1,2,2,4,0,1,0,0,1,0,0,0,0,0,0,5,1,,,,,1,5,2.0,3.0,1,2.0,1,0,0.0,0,,0,2.0,4.0,8,0,1,0,0,1,0,11,0,0,1
2585,0,0,1,2,3,4,8,0,1,1,0,1,1,1,1,1,0,0,4,1,,,,,1,4,3.0,3.0,4,7.0,1,0,2.0,0,,1,,1.0,2,0,1,0,0,2,1,2,0,0,2
2586,0,0,1,0,2,3,6,1,1,0,0,1,1,1,0,1,0,0,7,1,,,,,1,3,2.0,2.0,1,2.0,1,0,0.0,0,,0,10.0,,0,0,1,0,0,1,3,9,1,0,1
2587,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,3,1,,,,,1,2,2.0,2.0,1,5.0,1,0,2.0,0,,0,10.0,,8,0,1,0,0,0,1,11,0,0,0
2588,0,0,1,1,1,2,4,1,1,0,0,1,1,0,0,1,0,0,3,1,,,,,1,0,2.0,2.0,1,2.0,1,0,2.0,0,,0,10.0,,5,0,1,0,0,0,4,6,0,0,4
2589,0,0,1,1,2,3,10,0,1,0,0,1,1,1,1,1,0,0,4,1,,,,,1,5,2.0,2.0,1,2.0,1,0,2.0,0,,0,10.0,,0,0,1,0,0,2,4,0,0,0,1
2590,0,0,1,2,2,3,7,1,1,0,0,1,1,1,1,0,0,0,5,1,,,,,0,3,2.0,2.0,1,2.0,1,0,2.0,0,,1,,4.0,5,0,1,0,0,0,2,6,0,0,4
2591,0,0,1,2,1,1,5,1,1,0,0,1,1,1,1,1,0,0,4,1,,,,,1,1,2.0,3.0,2,2.0,1,0,2.0,0,,1,,4.0,5,1,2,0,0,6,4,8,0,0,4
2592,0,0,1,1,2,2,8,1,1,0,0,1,1,1,0,1,0,0,6,1,,,,,2,3,1.0,3.0,2,2.0,1,0,2.0,0,,1,,1.0,0,0,1,0,0,6,3,4,0,0,1
2593,0,4,1,1,2,2,3,0,1,0,0,1,1,1,0,0,0,0,3,1,,,,,2,5,1.0,2.0,1,2.0,1,0,2.0,0,,1,,1.0,0,0,1,0,0,6,2,7,0,1,1
2594,0,0,1,2,2,3,3,1,1,0,1,1,1,0,0,1,0,0,5,1,,,,,1,2,2.0,2.0,1,2.0,1,0,2.0,0,,0,10.0,,1,2,3,0,0,4,0,6,1,0,4
2595,0,0,1,1,1,2,7,0,1,1,0,1,1,0,1,1,0,0,4,1,,,,,1,4,2.0,2.0,3,2.0,1,0,2.0,0,,0,10.0,,0,0,1,0,0,4,5,1,1,1,0
2596,0,0,1,1,2,3,5,1,1,0,0,1,1,1,0,0,0,0,4,1,,,,,1,3,2.0,2.0,1,2.0,1,0,2.0,0,,0,10.0,,0,0,2,0,0,1,3,11,1,0,1
2597,0,0,1,2,2,3,6,1,1,1,0,1,1,1,1,1,0,0,5,1,,,,,1,3,2.0,2.0,1,2.0,1,0,2.0,0,,0,10.0,,8,0,1,0,0,4,3,7,0,0,4
2598,0,0,1,2,2,3,9,1,1,1,0,1,1,1,1,1,0,0,4,1,,,,,1,2,2.0,3.0,3,2.0,1,0,1.0,0,,1,,4.0,0,0,1,0,0,6,4,10,0,1,1
2599,0,2,1,1,1,2,6,0,1,0,1,1,1,1,0,0,0,0,2,1,,,,,0,1,2.0,3.0,1,1.0,1,0,0.0,0,,1,,4.0,5,2,1,0,2,4,2,7,0,0,4
2600,0,2,1,2,3,7,15,0,1,1,0,1,1,1,1,1,0,0,5,1,,,,,2,2,1.0,1.0,4,3.0,1,1,2.0,0,,0,8.0,,0,0,1,0,0,1,1,10,1,1,1
2601,0,0,1,1,2,4,7,1,1,0,0,1,1,1,0,1,0,0,4,1,,,,,1,3,2.0,2.0,1,2.0,1,0,0.0,0,,0,10.0,,8,0,2,0,0,4,5,0,0,0,4
2602,0,0,1,2,1,3,9,1,1,1,0,1,1,1,0,1,0,0,3,1,,,,,1,2,2.0,2.0,2,2.0,1,0,2.0,0,,1,,4.0,0,0,1,0,0,1,2,5,1,0,1
2603,0,0,1,2,2,2,7,0,1,0,0,1,0,0,0,1,0,0,7,1,,,,,2,0,1.0,2.0,1,2.0,1,0,2.0,0,,0,10.0,,8,0,1,0,0,1,2,10,0,0,1
